"find_id","hit_id","assignment_id","worker_id","original","updated","time","pitch","heading","trial","gen","zoom","find_time","invalid_count","valid_count"
112,"3TRB893CSI9NGEECTLY6SIJ2BGY7GO","3FE7TXL1LIMAUM9DG7ROFP1GIVSQ2T","A31STOC63OK6ZQ","Find the trash can right next to a tree.","There is a trash can right beside a large tree, on the right side of the road. There are no cars parked on the street close to this trash can","2017-12-06 19:47:14+00",-3.363050030734044,15.689804068726692,1,0,2.75455593620587,122.541,0,0
83,"33CLA8O0MHARKX2WRFQUFEAQBDQRF6","38JBBYETQO9V0XYVBUFCEN90J5UE4T","A2KPSDEGQN6ENM","Find a brown tarp.","Find a brown tarp next to a food vendor with two multicolored umbrellas above it.","2017-12-06 18:49:30+00",-10.940002809284337,79.8972912510198,0,0,1,28.368,0,7
101,"33P2GD6NRMRPBPG7WL5XHN0PW0BKH6","3F1567XTNW4LU6UC1G63PC9UO10Q9J","AFSZT3BXPRR9N","Find a brown tarp.","The brown tarp is in front of a candy store on the sidewalk on the left side of the road. It is covering up something big and has a rope around it.","2017-12-06 19:28:06+00",-4.337727369468247,71.56915767827613,0,0,0.9999999999999997,18.922,0,7
107,"33P2GD6NRMRPBPG7WL5XHN0PW0BKH6","3C6FJU71TQSSN091Q1IOYUZA0VRYUL","A10N5VZVQPBY77","Find a brown tarp.","Brown tarp on the sidewalk by the hotdog stand.","2017-12-06 19:32:18+00",-7.7578587961046,79.58358757292329,0,0,2.0544366630391306,69.495,0,7
113,"33P2GD6NRMRPBPG7WL5XHN0PW0BKH6","3QAVNHZ3EM3O8SO41HC74LLKKDXLA6","A1EEUBRH234T7M","Find a brown tarp.","It's easy to find. it placed just left hand side near starting point only.","2017-12-06 19:50:10+00",-13.201867316899992,48.075301516392585,0,0,1.0543227058418057,198.424,7,0
116,"3EGKVCRQFVRA4H2208WS4KC203MYB9","3NVC2EB65QY8O6WIBHMNBL9ANIO3YZ","A2K3MUBO2FWKRD","Please turn the street view to the left. You will see the yellow sign right away. ","On the right side of the highway is a yellow sign.","2017-12-06 22:47:07+00",-1.2711784039747016,63.265745518181404,2,1,1,27.341,1,3
126,"3E9VAUV7BVD5L7XAUUWW99SWIL2AYR","3N8OEVH1FRPLGHL2OSXHXX9J4ZLOO4","A1O75XZ8398XRD","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard next to the yellow and red umbrella.","2017-12-06 22:56:41+00",-10.008751680846544,80.8340808262059,0,1,1,16.274,0,6
117,"3EGKVCRQFVRA4H2208WS4KC203MYB9","3SKRO2GZ71QHUYTMKY7DEKF2RJ0K1S","A3LMGLOJ8JA3LS","Please turn the street view to the left. You will see the yellow sign right away. ","The yellow sign is standing alone by the road.","2017-12-06 22:47:08+00",-3.835813656466371,61.94502300464158,2,1,0,33.496,1,3
120,"3E9VAUV7BVD5L7XAUUWW99SWIL2AYR","3KXIR214I4F35HMFIAKBCM0BM3P424","A1NT8BT94ME6F5","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","2017-12-06 22:48:22+00",-6.7243192651901325,192.12609302899133,0,1,2.5275150190777165,96.061,6,0
122,"3WUVMVA7OA25QX7FQGYFNG1YOF6AZI","3X4JMASXCM8GU64AI2QK1CD2ZXM0BM","A2I5BGG2CI3BHN","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","Pan right to find the silver pickup truck parked on the side of the road, then look just behind it for the black trash can on the driveway with the dark grey SUV.","2017-12-06 22:52:23+00",-12.337858716851997,227.99021571669732,1,1,1.7326896434023853,50.582,1,5
121,"3E9VAUV7BVD5L7XAUUWW99SWIL2AYR","3RKNTXVS3MXSAKHJVPDQI4J9YRH4AB","A2I5BGG2CI3BHN","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","2017-12-06 22:49:28+00",-10.661219662241564,80.34527074930688,0,1,1.058733419108206,89.079,0,6
118,"3EGKVCRQFVRA4H2208WS4KC203MYB9","3TY7ZAOG5FJHN984OF3D0FWSMRUK0P","A2I5BGG2CI3BHN","Please turn the street view to the left. You will see the yellow sign right away. ","Find the small yellow traffic sign by the side of the road.","2017-12-06 22:47:29+00",-1.1972325067044238,63.3782067306788,2,1,1,30.636,1,3
124,"3EGKVCRQFVRA4H2208WS4KC203MYB9","3MHW492WW0CS6Y9NCO4I0LEM5S3VMY","A1O75XZ8398XRD","Please turn the street view to the left. You will see the yellow sign right away. ","I was expecting it to be closer. Say that it is a bit down the road.","2017-12-06 22:54:32+00",-1.0505552713925397,62.74317756468849,2,1,1,21.058,0,4
128,"3EGKVCRQFVRA4H2208WS4KC203MYB9","3YZ8UPK3VTLFKX8WU90Z137RX7QUCQ","A2GN4QAM16WWH2","Please turn the street view to the left. You will see the yellow sign right away. ","Square, yellow sign to the right of the beginning view","2017-12-06 22:58:11+00",-1.8148765776962676,64.2620055779746,2,1,2.1055250202935154,19.559,0,4
125,"3WUVMVA7OA25QX7FQGYFNG1YOF6AZI","3P1L2B7AD1ODAWI5B0HP5G5P9UGLOK","A1O75XZ8398XRD","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck and black SUV.","2017-12-06 22:55:58+00",-12.732564801347294,226.33103907530756,1,1,1,29.065,0,6
127,"3WUVMVA7OA25QX7FQGYFNG1YOF6AZI","34S9DKFK73OFSAPST062KZ7GSZFYNA","A2GN4QAM16WWH2","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","Black trash can across the street near the silver truck","2017-12-06 22:57:25+00",-12.530735788967547,228.04970030748896,1,1,2.1055250202935154,30.974,2,4
115,"3WUVMVA7OA25QX7FQGYFNG1YOF6AZI","3PW9OPU9PQJMDIPWVS19EOT8AJF12O","A3LMGLOJ8JA3LS","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","It is in between the blue car in the driveway and the silver truck parked on the street.","2017-12-06 22:46:15+00",-13.140284182379332,223.9259400274097,1,1,0,29.449,1,5
114,"3EGKVCRQFVRA4H2208WS4KC203MYB9","3RGU30DZTA7JF39TVZQZXX3SA5VMJ3","A39ZMNLNF8M7H6","Please turn the street view to the left. You will see the yellow sign right away. ","It would be better to say how far left i need to turn, like 160 degrees or something like that.","2017-12-06 22:45:46+00",-0.8212572753898826,62.84195582987641,2,1,1,38.264,2,2
129,"3E9VAUV7BVD5L7XAUUWW99SWIL2AYR","3IOEN3P9S7IAVJ8XIUDC41AKQOI166","A2N9QCS90MDZ4C","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","Locate the brown tarp beside the Blue/Yellow and Red/Yellow umbrellas.","2017-12-06 22:58:57+00",-10.768104059313714,76.57009083261403,0,1,0,57.254,0,6
142,"3SSN80MU8BNMXFGM1PNJK9OJLR6XKR","3KXIR214I4F35HMFIAKBCM0BM3324G","A3SOZYQZWJOOYS","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","Turn to your left and look for a truck and find the black trash can near it that is on the sidewalk and end of driveway.","2017-12-07 01:18:58+00",-12.737667013665174,226.6777691133574,1,1,1,72.55,0,0
143,"3SSN80MU8BNMXFGM1PNJK9OJLR6XKR","3EJPLAJKEMF7QFT5Q5M4WVUW3386ZD","A27LL4ZYGIKJ5I","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view. ","2017-12-07 01:20:25+00",-12.331255646357349,225.02141730184712,1,1,1,63.256,0,0
133,"3EHIMLB7F6Y5GOE6NW8URIRY21U8HR","3M81GAB8A0I4IZ99Z0KZGI4KC1XBQ8","A3LD1G3R5NOVYH","Please turn the street view to the left. You will see the yellow sign right away. ","Move the street view to the left, then the yellow sign is on the right of the road.","2017-12-07 01:11:44+00",-3.7797700055043038,82.62894401872296,2,1,1.0000000000000002,26.193,0,4
144,"3VDI8GSXAESRGSJV3QQC6IFXN1H8GS","3IHR8NYAM70ZXONLK8VN8Z84XDVP4Q","A3SOZYQZWJOOYS","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard, next to a hotdog cart and a picture of the yellow M&M.","2017-12-07 01:20:33+00",-9.750398594096353,78.68302617830079,0,1,1,51.749,0,6
139,"3SSN80MU8BNMXFGM1PNJK9OJLR6XKR","3TEM0PF1Q5W9932UWYHQW2122IBD0J","A3LD1G3R5NOVYH","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","Black trash can at the end of the driveway of the white house with the black SUV in the driveway","2017-12-07 01:14:28+00",-10.553181516789365,269.3969971232889,1,1,1.0000000000000002,73.876,6,0
141,"3SSN80MU8BNMXFGM1PNJK9OJLR6XKR","3OS46CRSLFYQHVOVP8X1BPH0FS26VD","A3SRQ2H6NK509R","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","It is a medium sized black trash can outside a house on the sidewalk","2017-12-07 01:17:26+00",-11.658327654383058,221.47339074608533,1,1,0.012165757454010606,18.705,1,5
135,"3SSN80MU8BNMXFGM1PNJK9OJLR6XKR","3GU1KF0O4I0JIN8UZN5AGDEA75BBPH","A2I7BTOLVB498E","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","Black trash can at the end of the right closet driveway on the sidewalk infront of the two stories red house adjacent to parked silver truck ","2017-12-07 01:12:30+00",-11.936325902072014,156.92276748262472,1,1,0.14994927641357092,74.26,6,0
137,"3SSN80MU8BNMXFGM1PNJK9OJLR6XKR","3ZSANO2JCF668W02W6V0U8A69NAFSJ","A1L3937MY09J3I","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","The black trash can that is in the drive way of the house where there is a silver pick up truck parked in front of it.","2017-12-07 01:13:44+00",-12.542066955905085,226.48596236105558,1,1,1,15.316,0,6
138,"3VDI8GSXAESRGSJV3QQC6IFXN1H8GS","3AUQQEL7U5SV3K2GNJHK2O792PFV00","A3SKEW89V5S0DI","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","Object covered with Brown Tarp on sidewalk under red and yellow umbrella.","2017-12-07 01:13:49+00",-8.97363022879017,80.25888572258403,0,1,1,21.579,0,6
140,"3VDI8GSXAESRGSJV3QQC6IFXN1H8GS","32SVAV9L3F87SOYFVB878ZR3KRZ3A3","A1L3937MY09J3I","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","The object wrapped in a brown tarp directly in front of the yellow M&M character. There is a man in a blue jacket sitting near it as well as some umbrellas.","2017-12-07 01:15:43+00",-11.34743992870466,80.69363744350589,0,1,1,59.371,0,6
119,"3E9VAUV7BVD5L7XAUUWW99SWIL2AYR","3PPTZCWALQJ00XCP5E0220BN345ZQO","A2K3MUBO2FWKRD","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","2017-12-06 22:48:02+00",-9.872750345448537,81.25089414788872,0,1,1,31.866,0,6
123,"3E9VAUV7BVD5L7XAUUWW99SWIL2AYR","3OUYGIZWR7XIY05K178LWWIRG10P0V","A314PX1XTCQP77","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","The brown tarp wrapped object can be found on the curb next to Sabrett hot dog stand, and in front of the store that has a window display of a giant, yellow, Peanut M&M.  ","2017-12-06 22:53:09+00",-14.636357491641178,47.60391582752999,0,1,0.9999999999999997,242.703,5,1
145,"3VDI8GSXAESRGSJV3QQC6IFXN1H8GS","32Q90QCQ1SKGEZNYWM2SL4YWGSJKEQ","AKVDY8OXNMQED","Brown tarp wrapped on object near yellow and red umbrella, left on side of street when facing Monster billboard.","A large item that is about the size of a hot dog cart is covered in a brown tarp, a reflection of a giant yellow M&M can be seen behind the object.","2017-12-07 01:26:28+00",-9.903121665870017,79.9959591850721,0,1,1,260.219,0,6
130,"3WUVMVA7OA25QX7FQGYFNG1YOF6AZI","3D8YOU6S9EJQ4GZVKINWF3FH1LG6UB","A1DY3EW6Q0B5K5","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","You need to turn around, but it is on the right side.","2017-12-06 22:59:31+00",-17.766692704392625,153.45047660386618,1,1,1.0000000000000002,38.31,6,0
131,"3EGKVCRQFVRA4H2208WS4KC203MYB9","3VZLGYJEYL9K9UD1RSVUW87G07TZXM","A1DY3EW6Q0B5K5","Please turn the street view to the left. You will see the yellow sign right away. ","The yellow sign is straight ahead. ","2017-12-06 23:00:13+00",-3.2304367423151206,57.9690843243608,2,1,1.6040992524369266,30.469,0,4
132,"3EHIMLB7F6Y5GOE6NW8URIRY21U8HR","3ZPBJO59KP0KK38QU6OB2U0JOZDDHL","A3P1S5BG8KQFUX","Please turn the street view to the left. You will see the yellow sign right away. ","The Yellow sign on the right side of the Highway","2017-12-07 01:09:47+00",-2.1507568497766165,63.93605340307823,2,1,1,18.097,0,4
136,"3EHIMLB7F6Y5GOE6NW8URIRY21U8HR","358010RM5ES30A8RQV6RB2UKCW0XVX","A2I7BTOLVB498E","Please turn the street view to the left. You will see the yellow sign right away. ","turn the street view  around. ","2017-12-07 01:13:22+00",-2.739799113215877,61.76623891129374,2,1,1.0285918227639197,30.705,0,4
134,"3SSN80MU8BNMXFGM1PNJK9OJLR6XKR","3S4AW7T80BH9638NSG2GRIZKS3T4L6","A3SKEW89V5S0DI","Black trash can at the end of the right closest driveway on the sidewalk adjacent to parked silver truck.","Black trash can at the end of the driveway with the Black SUV.","2017-12-07 01:11:45+00",-18.465835425968038,290.0905787229888,1,1,1,43.256,5,1
146,"3Q7TKIAPOS9JJFTNVPY852Y6U93LDK","3LRKMWOKB5GJ8EA433A16IDKNZEZ2Z","A2QIZ31TMHU0GD","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","the trash is near by the road","2017-12-07 03:54:24+00",-9.657014638199712,345.64940237895473,1,2,1.0000000000000002,14.367,3,1
148,"3M0556243RJ65ZA4Y89D6U5GBHJNFZ","3S4AW7T80BH9638NSG2GRIZKS434LI","A2QIZ31TMHU0GD","Please turn the street view to the left. You will see the yellow sign right away. ","the description is very clearly to get ","2017-12-07 03:55:51+00",-1.088211599851462,64.22749803162121,2,2,1,21.146,2,3
152,"3M0556243RJ65ZA4Y89D6U5GBHJNFZ","3LQ8PUHQFLR1SEOCMKPMTRGWG5VHI3","A2BXIKA3RQU7B5","Please turn the street view to the left. You will see the yellow sign right away. ","There is a yellow diamond shaped street sign next to the street.","2017-12-07 03:59:45+00",-1.3855151464440496,63.39912145561088,2,2,1,93.98,2,3
154,"3Q7TKIAPOS9JJFTNVPY852Y6U93LDK","3TYCR1GOTCIP90WCD9S6LECTTZ5ZLO","A3MS21UJPMHLK0","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","It's immediately to the left of our view from the white SUV parked in teh drivway","2017-12-07 04:01:42+00",-2.424974204154026,193.92471180644267,1,2,2.1096177749273988,20.699,4,0
149,"3M0556243RJ65ZA4Y89D6U5GBHJNFZ","3HWRJOOET51E2I061VBUCQP6XN5ESC","A3UUH3632AI3ZX","Please turn the street view to the left. You will see the yellow sign right away. ","It's a little off in the distance. ","2017-12-07 03:55:53+00",-1.2211323179461715,61.63890024604497,2,2,1,24.852,2,3
150,"3M0556243RJ65ZA4Y89D6U5GBHJNFZ","39GAF6DQWRZVA9NYJ2LKGTQJ7IV1VL","AZZ2Y5UHP5F0L","Please turn the street view to the left. You will see the yellow sign right away. ","Turn slightly left to see yellow sign.","2017-12-07 03:56:55+00",0,67.71873438596492,2,2,1,129.141,2,3
167,"3R16PJFTS2QVZDSCHELENYRLSZ64KU","3WZ36BJEV3FHAF11G4EULNF7WD5TBN","A3NUYAG56BPYBB","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","Outdoor garbage can on the sidewalk in front of a large, white home. There is a black SUV in the driveway that is parked in front of a basketball goal and a silver truck parked in front of the home on the street.","2017-12-07 12:44:49+00",-12.57383395431357,226.6206494250452,1,2,1,34.707,1,3
168,"3R16PJFTS2QVZDSCHELENYRLSZ64KU","3P59JYT76LJNM215XBLJKUC327ST2L","A1AUVG21LFOJXF","Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front. You may have to move the camera to the opposite side of the from the original view.","WITHOUT MOVING, look around the google street view image (zoom if necessary) until  you locate the following object  : Black roller trash cab on the side walk at the end of the driveway with the SUV parked in it, at the house with a silver trucked parked out front.","2017-12-07 12:48:39+00",-12.055912041346915,225.64501917980442,1,2,0.46186417894209597,52.79,1,3
